model_name,condition,n_obs_total,n_assets,corr_cp_residual_delta_equal_weight,mean_delta_pooled,std_delta_equal_weight,mean_2e_delta_pooled,mean_delta_squared_pooled,ratio_2Eedelta_over_Edelta2_pooled,actual_smape_advantage_pooled,win_rate_vs_cp_pooled,assets_positive_smape_advantage
RAW_PM,all_rows,367468,10,0.02231972744713451,-1.5466875308528503e-05,0.000227273350187347,1.3696298512661104e-08,6.208115037098473e-08,0.2206192770400471,-1.027413246786284,0.4013682824082641,1
RAW_PM,all_observations,367248,10,0.022184949939455384,-1.563833035630395e-05,0.00022702494943961158,1.3574253013563927e-08,6.194596239030313e-08,0.21913055330445244,-1.0239486784136425,0.40144262187949287,1
RAW_PM,cluster_entry_loose,73457,10,0.08311386243765355,-0.00014372422244711798,0.0003255248976913126,6.243972951673253e-08,1.5202467938669607e-07,0.41072100772472825,-0.47791792696100044,0.4449269640742203,3
RAW_PM,cluster_entry_strict,73266,10,0.08340158357449391,-0.0001442399168035774,0.0003256938819741477,6.261428363251558e-08,1.523584733561057e-07,0.410966861594681,-0.47817696686378786,0.4452542789288347,3
RAW_PM,cluster_exit_loose,73455,10,-0.0007047627466485573,4.636078568785449e-05,0.0002293058479564898,2.9780555149984523e-09,6.660161457192847e-08,0.04471446426846318,-2.0953880330946353,0.3766932135320945,2
RAW_PM,cluster_exit_strict,73334,10,-0.0007251741550132355,4.626474264437769e-05,0.00022941145756224,2.9833559279253907e-09,6.666504632972796e-08,0.04475142660472467,-2.0958417785952377,0.37691930073362967,2
RAW_PM,inflection_points,144886,10,0.034377890272422294,-3.296124410282454e-05,0.00024922114006552037,2.0152789834918838e-08,7.90491960142278e-08,0.25493984570433337,-0.8916653896482527,0.43068343387214775,1
RAW_PM,high_within_block_dispersion,68970,10,0.15474709592057687,3.276179197654815e-05,0.00033634615706436803,1.0350451120047253e-07,1.4217848325492952e-07,0.7279899801356468,-2.7207690592799065,0.3168769030013049,2
RAW_PM,recent_spike_position,125358,10,0.05432608318082498,-8.07992894548579e-05,0.00027115569646602605,3.675136033974917e-08,9.071110746611666e-08,0.40514730076994054,-0.3045301884808665,0.4019288756999952,1
RAW_PM,older_spike_position,108871,10,0.006825820765410733,2.7526384659646238e-05,0.00019055833405752696,3.632543836784482e-09,4.619894216101331e-08,0.07862829032154633,-1.4463121295346224,0.3916286247026297,3
RAW_PM,same_average_different_path,7396,10,-0.11399078006547132,1.759354290223802e-05,0.0001603989902956934,-5.368537782243567e-08,3.18588632861899e-08,-1.6851002291003607,-2.799444621536308,0.30773391022174146,0
RAW_PM,recent_ramp_high_dispersion,24273,10,0.2158725107207573,-0.00016051383446592728,0.00044518659183264873,3.5618886864780655e-07,2.6829082450040525e-07,1.3276222521253929,0.75181775006934,0.41350471717546244,7
RAW_PM,entry_with_recent_spike,43747,10,0.12715021314854652,-0.00021146191866787406,0.0003554524291062598,1.1713251882826281e-07,2.0667115006861676e-07,0.5667579572154784,0.034160605889533895,0.4632089057535374,5
RAW_PM,entry_without_recent_spike,29710,10,-0.01375823026066295,-4.398268772583167e-05,0.00024082561424385555,-1.809360787847163e-08,7.155954465354272e-08,-0.25284688389329857,-1.2319367615827548,0.4180074049141703,0
RAW_PM,same_average_recent_front_loaded,14331,10,-0.005098794125907227,-6.21866509507106e-05,0.00015621065862218906,-3.608725006328818e-08,3.55171104495451e-08,-1.0160525337373096,-0.8285949222924831,0.43388458586281486,2
RAW_PM,same_average_back_loaded,15559,10,0.007646716217690766,5.0548927101610845e-05,0.00012746353194296474,1.4063164887014038e-09,2.2612219785471226e-08,0.062192765771938434,-1.4833235568295504,0.32444244488720353,2
RAW_PM,stable_low_dispersion,68968,10,0.026060624931785775,-5.419376193193438e-05,0.00019463545228212407,1.6859357790707878e-09,5.201314720827884e-08,0.0324136467328099,-0.10587610828687649,0.4850800371186637,5
RAW_CP_REPO_PLUS_PM,all_rows,367468,10,0.06225086389011536,5.699194505440349e-08,9.650423763987351e-05,2.2984644712798907e-08,1.175225947153172e-08,1.9557638910607904,-0.2244823402992599,0.40749398587087854,1
